true_label,true_domain,sector,category,sim_pred,sim_confidence,sim_correct,sim_top3_correct,sim_top5_correct,hier_pred,hier_confidence,hier_domain,hier_domain_conf,hier_correct,hier_top3_correct,hier_top5_correct,hier_domain_correct
Food Processing Services,Manufacturing & Production,Wholesale,Fruit & Vegetable - Markets & Stores,Food Processing Services,0.9623562097549438,True,True,True,Food Processing Services,0.8372499024868011,Manufacturing & Production,0.87,True,True,True,True
Food Processing Services,Manufacturing & Production,Manufacturing,Farms & Agriculture Production,Food Processing Services,0.9941204786300659,True,True,True,Food Processing Services,0.9941204786300659,Manufacturing & Production,1.0,True,True,True,True
Food Processing Services,Manufacturing & Production,Manufacturing,Fruit & Vegetable - Markets & Stores,Canning Services,0.9653153419494629,False,True,True,Canning Services,0.8205180406570435,Professional Services,0.85,False,False,False,False
Food Processing Services,Manufacturing & Production,Manufacturing,Fruit & Vegetable - Markets & Stores,Canning Services,0.9856562614440918,False,True,True,Canning Services,0.6603896951675415,Professional Services,0.67,False,False,False,False
Food Processing Services,Manufacturing & Production,Manufacturing,Fruit & Vegetable - Markets & Stores,Frozen Food Processing,0.9535807371139526,False,True,True,Frozen Food Processing,0.924973315000534,Manufacturing & Production,0.97,False,True,True,True
Food Processing Services,Manufacturing & Production,Manufacturing,Farms & Agriculture Production,Food Processing Services,0.9791821241378784,True,True,True,Food Processing Services,0.9693904209136963,Manufacturing & Production,0.99,True,True,True,True
Food Processing Services,Manufacturing & Production,Manufacturing,Fruit & Vegetable - Markets & Stores,Frozen Food Processing,0.5197398662567139,False,True,True,Frozen Food Processing,0.38460750102996827,Manufacturing & Production,0.74,False,True,True,True
Plastic Manufacturing,Manufacturing & Production,Manufacturing,Plastics Products,Plastic Manufacturing,0.620926022529602,True,True,True,Plastic Manufacturing,0.49053155779838564,Manufacturing & Production,0.79,True,True,True,True
Plastic Manufacturing,Manufacturing & Production,Manufacturing,Plastics Products,Plastic Manufacturing,0.971840500831604,True,True,True,Plastic Manufacturing,0.9129943927979107,Manufacturing & Production,0.9394488005147567,True,True,True,True
Plastic Manufacturing,Manufacturing & Production,Wholesale,Plastics Products,Plastic Manufacturing,0.9703150391578674,True,True,True,Plastic Manufacturing,0.9412055879831314,Manufacturing & Production,0.97,True,True,True,True
Plastic Manufacturing,Manufacturing & Production,Manufacturing,Fabric-Based Home Goods,Textile Manufacturing Services,0.8715841770172119,False,True,True,Textile Manufacturing Services,0.7408465504646301,Manufacturing & Production,0.85,False,True,True,True
Plastic Manufacturing,Manufacturing & Production,Manufacturing,Plastics Products,Plastic Manufacturing,0.971840500831604,True,True,True,Plastic Manufacturing,0.9129943927979107,Manufacturing & Production,0.9394488005147567,True,True,True,True
Plastic Manufacturing,Manufacturing & Production,Manufacturing,"Minerals, Earths & Ores",Market Research Services,0.40823307633399963,False,False,False,Accessory Manufacturing,0.2589058550527718,Manufacturing & Production,0.4901692879047029,False,True,True,True
Plastic Manufacturing,Manufacturing & Production,Manufacturing,"Pipes, Tubes, Fittings & Valves",Plastic Manufacturing,0.5540387630462646,True,True,True,Commercial Electrical Services,0.18076411239160448,Professional Services,0.5304843508585312,False,False,False,False
Plastic Manufacturing,Manufacturing & Production,Manufacturing,Plastics Products,Plastic Manufacturing,0.9721187949180603,True,True,True,Plastic Manufacturing,0.80685859978199,Manufacturing & Production,0.83,True,True,True,True
Plastic Manufacturing,Manufacturing & Production,Wholesale,Adhesives & Sealants,Plastic Manufacturing,0.43658655881881714,True,True,True,Plastic Manufacturing,0.24621800644046318,Manufacturing & Production,0.5639615674869465,True,True,True,True
Plastic Manufacturing,Manufacturing & Production,Manufacturing,Plastics Products,Furniture Manufacturing,0.5530568361282349,False,True,True,Plastic Manufacturing,0.8808959341049194,Manufacturing & Production,0.99,True,True,True,True
Plastic Manufacturing,Manufacturing & Production,Manufacturing,Injection Molding Services,Plastic Manufacturing,0.9521030187606812,True,True,True,Plastic Manufacturing,0.8759347772598267,Manufacturing & Production,0.92,True,True,True,True
Plastic Manufacturing,Manufacturing & Production,Manufacturing,Plastics Products,Plastic Manufacturing,0.9455851316452026,True,True,True,Plastic Manufacturing,0.8983058750629425,Manufacturing & Production,0.95,True,True,True,True
Real Estate Services,Construction & Real Estate,Services,Mortgage Brokers,Financial Services,0.5784074664115906,False,True,True,Real Estate Services,0.8185316145238556,Construction & Real Estate,0.8334685781008119,True,True,True,True
Real Estate Services,Construction & Real Estate,Services,Real Estate - Agents & Managers,Real Estate Services,0.9761474132537842,True,True,True,Real Estate Services,0.8893364375985774,Construction & Real Estate,0.9110677603848373,True,True,True,True
Real Estate Services,Construction & Real Estate,Retail,"Motor Homes, Trailers & RVs - Dealers & Rentals",Textile Manufacturing Services,0.7725017666816711,False,False,False,Industrial Machinery Installation,0.20719418561826272,Manufacturing & Production,0.2682119039307868,False,False,False,False
Seafood Processing Services,Manufacturing & Production,Retail,"Meat, Fish & Seafood Stores",Textile Manufacturing Services,0.7725017666816711,False,False,False,Industrial Machinery Installation,0.20719418561826272,Manufacturing & Production,0.2682119039307868,False,False,False,True
Health Promotion Services,Healthcare & Medical,Services,Podiatrists,Training Services,0.3995479643344879,False,True,True,Landscaping Services,0.13723684034915412,Professional Services,0.4452473787282918,False,False,False,False
Health Promotion Services,Healthcare & Medical,Non Profit,Social Services & NGOs,Health Promotion Services,0.9772524833679199,True,True,True,Health Promotion Services,0.7831975089055576,Healthcare & Medical,0.8014281035583423,True,True,True,True
Health Promotion Services,Healthcare & Medical,Non Profit,Social Services & NGOs,Fundraising Services,0.5521780252456665,False,False,False,Fundraising Services,0.4561175423969981,Professional Services,0.826033491995755,False,False,False,False
Textile Manufacturing Services,Manufacturing & Production,Manufacturing,Fabric-Based Home Goods,Textile Manufacturing Services,0.9604374766349792,True,True,True,Textile Manufacturing Services,0.9508331018686295,Manufacturing & Production,0.99,True,True,True,True
Textile Manufacturing Services,Manufacturing & Production,Manufacturing,Fabric-Based Home Goods,Textile Manufacturing Services,0.591434121131897,True,True,True,Textile Manufacturing Services,0.4933939373712598,Manufacturing & Production,0.8342331288343559,True,True,True,True
Textile Manufacturing Services,Manufacturing & Production,Manufacturing,Fabric-Based Home Goods,Textile Manufacturing Services,0.9917147159576416,True,True,True,Textile Manufacturing Services,0.833040361404419,Manufacturing & Production,0.84,True,True,True,True
Textile Manufacturing Services,Manufacturing & Production,Manufacturing,Fabric-Based Home Goods,Textile Manufacturing Services,0.591434121131897,True,True,True,Textile Manufacturing Services,0.4933939373712598,Manufacturing & Production,0.8342331288343559,True,True,True,True
Textile Manufacturing Services,Manufacturing & Production,Manufacturing,Fabric-Based Home Goods,Textile Manufacturing Services,0.4120728373527527,True,True,True,Apparel Manufacturing,0.8523247647285461,Software & Technology,0.87,False,False,False,False
Textile Manufacturing Services,Manufacturing & Production,Manufacturing,Fabric-Based Home Goods,Textile Manufacturing Services,0.591434121131897,True,True,True,Textile Manufacturing Services,0.4933939373712598,Manufacturing & Production,0.8342331288343559,True,True,True,True
Textile Manufacturing Services,Manufacturing & Production,Manufacturing,Fabric-Based Home Goods,Accessory Manufacturing,0.41662949323654175,False,True,True,Accessory Manufacturing,0.27993033364180137,Manufacturing & Production,0.6718927444794953,False,False,True,True
Textile Manufacturing Services,Manufacturing & Production,Manufacturing,Fabric-Based Home Goods,Textile Manufacturing Services,0.9630157947540283,True,True,True,Textile Manufacturing Services,0.9052348470687865,Manufacturing & Production,0.94,True,True,True,True
Textile Manufacturing Services,Manufacturing & Production,Manufacturing,Fabric-Based Home Goods,Textile Manufacturing Services,0.7725017666816711,True,True,True,Industrial Machinery Installation,0.20719418561826272,Manufacturing & Production,0.2682119039307868,False,False,True,True
Textile Manufacturing Services,Manufacturing & Production,Manufacturing,Fabric-Based Home Goods,Textile Manufacturing Services,0.9917147159576416,True,True,True,Textile Manufacturing Services,0.833040361404419,Manufacturing & Production,0.84,True,True,True,True
Rubber Manufacturing,Manufacturing & Production,Manufacturing,Fabricated Rubber Products,Chemical Manufacturing,0.5404019951820374,False,False,False,Chemical Manufacturing,0.30262511730194097,Manufacturing & Production,0.56,False,False,False,True
Insurance Services,Financial Services,Services,"Insurance - Agents, Carriers & Brokers",Financial Services,0.4228067398071289,False,True,True,Insurance Services,0.7002726663324169,Financial Services,0.7385338345864662,True,True,True,True
Insurance Services,Financial Services,Services,"Insurance - Agents, Carriers & Brokers",Insurance Services,0.950038492679596,True,True,True,Insurance Services,0.7505304563045502,Financial Services,0.79,True,True,True,True
Insurance Services,Financial Services,Services,"Insurance - Agents, Carriers & Brokers",Financial Services,0.4228067398071289,False,True,True,Insurance Services,0.7002726663324169,Financial Services,0.7385338345864662,True,True,True,True
Insurance Services,Financial Services,Services,"Insurance - Agents, Carriers & Brokers",Insurance Services,0.37253695726394653,True,True,True,Commercial Communication Equipment Installation,0.16315682977437973,Manufacturing & Production,0.45,False,False,False,False
Insurance Services,Financial Services,Services,"Insurance - Agents, Carriers & Brokers",Insurance Services,0.9852059483528137,True,True,True,Insurance Services,0.9074942920415854,Financial Services,0.9211214097507673,True,True,True,True
Insurance Services,Financial Services,Services,"Insurance - Agents, Carriers & Brokers",Financial Services,0.43185967206954956,False,True,True,Insurance Services,0.764158490896225,Financial Services,0.78,True,True,True,True
Insurance Services,Financial Services,Services,"Insurance - Agents, Carriers & Brokers",Insurance Services,0.9834245443344116,True,True,True,Insurance Services,0.7013369776700672,Financial Services,0.7131578947368421,True,True,True,True
Insurance Services,Financial Services,Services,"Insurance - Agents, Carriers & Brokers",Financial Services,0.43185967206954956,False,True,True,Insurance Services,0.764158490896225,Financial Services,0.78,True,True,True,True
Insurance Services,Financial Services,Services,"Insurance - Agents, Carriers & Brokers",Insurance Services,0.973902702331543,True,True,True,Insurance Services,0.7206879997253418,Financial Services,0.74,True,True,True,True
Insurance Services,Financial Services,Services,"Insurance - Agents, Carriers & Brokers",Insurance Services,0.9640405178070068,True,True,True,Insurance Services,0.9061980867385864,Financial Services,0.94,True,True,True,True
Insurance Services,Financial Services,Services,"Insurance - Agents, Carriers & Brokers",Insurance Services,0.9823153614997864,True,True,True,Insurance Services,0.913553341627121,Financial Services,0.93,True,True,True,True
Insurance Services,Financial Services,Services,"Insurance - Agents, Carriers & Brokers",Insurance Services,0.973902702331543,True,True,True,Insurance Services,0.7206879997253418,Financial Services,0.74,True,True,True,True
Insurance Services,Financial Services,Services,"Insurance - Agents, Carriers & Brokers",Insurance Services,0.9834245443344116,True,True,True,Insurance Services,0.7013369776700672,Financial Services,0.7131578947368421,True,True,True,True
Content Creation Services,Professional Services,Manufacturing,Paper & Cardboard Products,Textile Manufacturing Services,0.7725017666816711,False,False,False,Industrial Machinery Installation,0.20719418561826272,Manufacturing & Production,0.2682119039307868,False,False,False,False
Content Creation Services,Professional Services,Manufacturing,Fabric-Based Home Goods,Textile Manufacturing Services,0.7725017666816711,False,False,False,Industrial Machinery Installation,0.20719418561826272,Manufacturing & Production,0.2682119039307868,False,False,False,False
Content Creation Services,Professional Services,Services,Loans & Financing,Financial Services,0.7115975618362427,False,True,True,Content Creation Services,0.8588448572158814,Professional Services,0.93,True,True,True,True
Content Creation Services,Professional Services,Services,Loans & Financing,Financial Services,0.7115975618362427,False,True,True,Content Creation Services,0.8588448572158814,Professional Services,0.93,True,True,True,True
HVAC Installation and Service,Professional Services,Wholesale,Industrial Air Solutions,Plastic Manufacturing,0.38943952322006226,False,False,True,Wood Product Manufacturing,0.24833333033524785,Manufacturing & Production,0.509782115767671,False,False,False,False
HVAC Installation and Service,Professional Services,Wholesale,Industrial Air Solutions,HVAC Installation and Service,0.885521411895752,True,True,True,HVAC Installation and Service,0.674206429159767,Professional Services,0.7613666028881275,True,True,True,True
Well Drilling Services,Professional Services,Manufacturing,Oil & Gas - Extraction & Distribution,Textile Manufacturing Services,0.7725017666816711,False,False,False,Industrial Machinery Installation,0.20719418561826272,Manufacturing & Production,0.2682119039307868,False,False,False,False
Bakery Production Services,Manufacturing & Production,Manufacturing,Fruit & Vegetable - Markets & Stores,Food Processing Services,0.4301987588405609,False,False,False,Confectionery Manufacturing,0.21891354024410248,Manufacturing & Production,0.5,False,False,False,True
Non-Structural Steel Fabrication,Manufacturing & Production,Manufacturing,Electric Supplies & Power Generation,Chemical Manufacturing,0.4949879050254822,False,False,False,Industrial Machinery Installation,0.4095273995399475,Manufacturing & Production,0.71,False,False,False,True
Meat Processing Services,Manufacturing & Production,Wholesale,Meat Production & Processing,Meat Processing Services,0.9755945205688477,True,True,True,Meat Processing Services,0.941146358675208,Manufacturing & Production,0.9646900826446282,True,True,True,True
Catering Services,Food & Beverage,Services,Coffee & Tea Shops,Textile Manufacturing Services,0.7725017666816711,False,False,False,Industrial Machinery Installation,0.20719418561826272,Manufacturing & Production,0.2682119039307868,False,False,False,False
Website Development Services,Software & Technology,Education,Educational Consultants,Training Services,0.3733462393283844,False,True,True,Website Development Services,0.7967815617698019,Software & Technology,0.8176145029079568,True,True,True,True
Website Development Services,Software & Technology,Services,Garbage Collection & Waste Disposal,Website Development Services,0.9617093205451965,True,True,True,Website Development Services,0.7707255149125839,Software & Technology,0.801412129889369,True,True,True,True
Rope Production Services,Manufacturing & Production,Manufacturing,Fabric-Based Home Goods,Textile Manufacturing Services,0.7725017666816711,False,False,False,Industrial Machinery Installation,0.20719418561826272,Manufacturing & Production,0.2682119039307868,False,False,False,True
Non-Alcoholic Beverage Manufacturing,Manufacturing & Production,Manufacturing,Beverages & Refreshments,Textile Manufacturing Services,0.7725017666816711,False,False,False,Industrial Machinery Installation,0.20719418561826272,Manufacturing & Production,0.2682119039307868,False,True,True,True
Advertising Services,Professional Services,Manufacturing,Farms & Agriculture Production,Content Creation Services,0.9788453578948975,False,False,False,Content Creation Services,0.9171160143396632,Professional Services,0.93693657219973,False,False,False,True
Travel Services,Professional Services,Services,"Buses, Shuttles & Local Transit",Financial Services,0.2835548222064972,False,False,False,Consulting Services,0.18118824458395727,Professional Services,0.6208768169517354,False,False,False,True
Pipeline Construction Services,Construction & Real Estate,,,Textile Manufacturing Services,0.7725017666816711,False,False,False,Industrial Machinery Installation,0.20719418561826272,Manufacturing & Production,0.2682119039307868,False,False,False,False
Multi-Family Construction Services,Construction & Real Estate,Services,Roofing Contractors,Industrial Machinery Installation,0.6092595458030701,False,False,False,Commercial Construction Services,0.23686994671821596,Construction & Real Estate,0.34,False,False,False,True
Cosmetic Manufacturing,Manufacturing & Production,Wholesale,CBD and Medical Marijuana,Cosmetic Manufacturing,0.9805389046669006,True,True,True,Cosmetic Manufacturing,0.9315119594335556,Manufacturing & Production,0.95,True,True,True,True
Compliance Services,Professional Services,Government,"Executive, Legislative & Government Institutions",Compliance Services,0.9635320901870728,True,True,True,Compliance Services,0.9153554856777191,Professional Services,0.95,True,True,True,True
Compliance Services,Professional Services,Government,"Executive, Legislative & Government Institutions",Environmental Consulting,0.9691398739814758,False,True,True,Environmental Consulting,0.8958283228460124,Professional Services,0.9243540038918421,False,True,True,True
Commercial Electrical Services,Professional Services,Services,Electrical & Wiring Contractors,Training Services,0.42505696415901184,False,True,True,Commercial Electrical Services,0.7735455572179342,Professional Services,0.7915790982694385,True,True,True,True
Cable Installation Services,Professional Services,Services,Construction Services,Commercial Communication Equipment Installation,0.5242300629615784,False,False,False,Alarm Installation Services,0.2134936996007244,Professional Services,0.40233463035019457,False,False,False,True
Sand and Gravel Mining,Other Services,Manufacturing,"Minerals, Earths & Ores",Sand and Gravel Mining,0.9594155550003052,True,True,True,Sand and Gravel Mining,0.6737539881287914,Other Services,0.7022546013740387,True,True,True,True
Sand and Gravel Mining,Other Services,Manufacturing,"Minerals, Earths & Ores",Sand and Gravel Mining,0.973737359046936,True,True,True,Sand and Gravel Mining,0.6513896147019945,Other Services,0.6689582243609863,True,True,True,True
Sand and Gravel Mining,Other Services,Manufacturing,"Minerals, Earths & Ores",Sand and Gravel Mining,0.961807370185852,True,True,True,Sand and Gravel Mining,0.8376089903421218,Other Services,0.8708697981595512,True,True,True,True
Sand and Gravel Mining,Other Services,Manufacturing,"Minerals, Earths & Ores",Sand and Gravel Mining,0.9748002290725708,True,True,True,Sand and Gravel Mining,0.7213521695137024,Other Services,0.74,True,True,True,True
Sand and Gravel Mining,Other Services,Manufacturing,"Minerals, Earths & Ores",Sand and Gravel Mining,0.9629060626029968,True,True,True,Sand and Gravel Mining,0.7125504863262176,Other Services,0.74,True,True,True,True
Sand and Gravel Mining,Other Services,Manufacturing,"Minerals, Earths & Ores",Sand and Gravel Mining,0.9748002290725708,True,True,True,Sand and Gravel Mining,0.7213521695137024,Other Services,0.74,True,True,True,True
Sand and Gravel Mining,Other Services,Manufacturing,"Minerals, Earths & Ores",Sand and Gravel Mining,0.9913271069526672,True,True,True,Sand and Gravel Mining,0.8432293574451548,Other Services,0.8506064750282499,True,True,True,True
Sand and Gravel Mining,Other Services,Manufacturing,"Minerals, Earths & Ores",Sand and Gravel Mining,0.969468355178833,True,True,True,Sand and Gravel Mining,0.5256009217866774,Other Services,0.5421537680719062,True,True,True,True
Sand and Gravel Mining,Other Services,Manufacturing,"Minerals, Earths & Ores",Sand and Gravel Mining,0.973737359046936,True,True,True,Sand and Gravel Mining,0.6513896147019945,Other Services,0.6689582243609863,True,True,True,True
Sand and Gravel Mining,Other Services,Manufacturing,"Minerals, Earths & Ores",Sand and Gravel Mining,0.9763394594192505,True,True,True,Sand and Gravel Mining,0.7599695407137054,Other Services,0.7783865881706277,True,True,True,True
Sand and Gravel Mining,Other Services,Manufacturing,"Minerals, Earths & Ores",Sand and Gravel Mining,0.9629060626029968,True,True,True,Sand and Gravel Mining,0.7125504863262176,Other Services,0.74,True,True,True,True
Testing and Inspection Services,Professional Services,Wholesale,Watches & Jewelry Stores,Sand and Gravel Mining,0.4510970711708069,False,True,True,Fishing and Hunting Services,0.24496477640352274,Professional Services,0.5127893573029743,False,True,True,True
Testing and Inspection Services,Professional Services,Manufacturing,Dental Laboratory,Industrial Machinery Installation,0.42686498165130615,False,False,False,HVAC Installation and Service,0.17130269587039945,Professional Services,0.41,False,True,True,True
Testing and Inspection Services,Professional Services,Services,Other Engineering Services,Chemical Manufacturing,0.5142062902450562,False,True,True,Testing and Inspection Services,0.7805125713348389,Professional Services,0.8,True,True,True,True
Boiler Installation Services,Professional Services,Manufacturing,Industrial Air Solutions,Chemical Manufacturing,0.5819201469421387,False,True,True,Boiler Installation Services,0.7192297625541687,Professional Services,0.77,True,True,True,True
Fitness Coaching,Healthcare & Medical,Education,Music Schools & Instructors,Training Services,0.33995842933654785,False,True,True,Fitness Coaching,0.8985374128818512,Healthcare & Medical,0.91,True,True,True,True
Management Consulting,Professional Services,Wholesale,Furniture Stores,Compliance Services,0.41534215211868286,False,False,False,Business Development Services,0.858735339641571,Software & Technology,0.89,False,False,False,False
Swimming Pool Maintenance Services,Professional Services,Government,"Executive, Legislative & Government Institutions",Swimming Pool Maintenance Services,0.8198249340057373,True,True,True,Swimming Pool Maintenance Services,0.7795854468977982,Professional Services,0.9509170448960939,True,True,True,True
Data Analysis Services,Professional Services,Services,Livestock & Animal Raising,Compliance Services,0.5257729291915894,False,False,True,Data Analysis Services,0.7566621780395507,Professional Services,0.84,True,True,True,True
Data Analysis Services,Professional Services,Government,"Executive, Legislative & Government Institutions",Data Analysis Services,0.9872735142707825,True,True,True,Data Analysis Services,0.9487938379368507,Professional Services,0.9610243579958305,True,True,True,True
Data Analysis Services,Professional Services,Services,Biotechnology,Chemical Manufacturing,0.3542982041835785,False,False,False,Testing and Inspection Services,0.19195677280426024,Professional Services,0.48,False,False,False,True
Public Relations Services,Professional Services,Government,"Executive, Legislative & Government Institutions",Property Management Services,0.35605043172836304,False,False,False,Strategic Planning Services,0.11843263787691441,Professional Services,0.3962298660756247,False,True,True,True
Accessory Manufacturing,Manufacturing & Production,Manufacturing,Fabric-Based Home Goods,Accessory Manufacturing,0.961333155632019,True,True,True,Accessory Manufacturing,0.9228798294067383,Manufacturing & Production,0.96,True,True,True,True
Accessory Manufacturing,Manufacturing & Production,Manufacturing,Livestock & Animal Raising,Chemical Manufacturing,0.35898953676223755,False,False,False,Food Processing Services,0.8892045152187347,Manufacturing & Production,0.94,False,False,False,True
Accessory Manufacturing,Manufacturing & Production,Manufacturing,Fabric-Based Home Goods,Plastic Manufacturing,0.9857170581817627,False,False,False,Plastic Manufacturing,0.7882106154752241,Manufacturing & Production,0.7996317086458301,False,False,False,True
Apparel Manufacturing,Software & Technology,Non Profit,Animal Shelters,Chemical Manufacturing,0.3426269590854645,False,False,False,Volunteer Services,0.23072911496708656,Professional Services,0.640745132854185,False,False,False,False
Fundraising Services,Professional Services,Non Profit,Social Services & NGOs,Fundraising Services,0.5521780252456665,True,True,True,Fundraising Services,0.4561175423969981,Professional Services,0.826033491995755,True,True,True,True
Fundraising Services,Professional Services,Non Profit,Social Services & NGOs,Fundraising Services,0.9882506132125854,True,True,True,Fundraising Services,0.9388380825519561,Professional Services,0.95,True,True,True,True
Fundraising Services,Professional Services,Non Profit,Social Services & NGOs,Fundraising Services,0.5521780252456665,True,True,True,Fundraising Services,0.4561175423969981,Professional Services,0.826033491995755,True,True,True,True
Fundraising Services,Professional Services,Non Profit,Social Services & NGOs,Fundraising Services,0.989995002746582,True,True,True,Fundraising Services,0.9710658122750739,Professional Services,0.9808795090692457,True,True,True,True
Veterinary Services,Healthcare & Medical,Non Profit,Animal Shelters,Fundraising Services,0.3395999073982239,False,True,True,Veterinary Services,0.6144837319850922,Healthcare & Medical,0.63,True,True,True,True
Building Cleaning Services,Construction & Real Estate,Retail,Hardware Stores,Painting Services,0.981590211391449,False,False,False,Painting Services,0.6772972458600998,Professional Services,0.69,False,False,False,False
Building Cleaning Services,Construction & Real Estate,Services,Office & Industrial Cleaning,Building Cleaning Services,0.9873769283294678,True,True,True,Building Cleaning Services,0.8813426989886435,Construction & Real Estate,0.8926101812807977,True,True,True,True
Software Manufacturing,Software & Technology,Retail,Device Manufacturing,Software Manufacturing,0.991536021232605,True,True,True,Software Manufacturing,0.8365291018760244,Software & Technology,0.8436699060475006,True,True,True,True
Arts Services,Professional Services,Non Profit,Social Services & NGOs,Event Planning Services,0.9307752847671509,False,False,True,Arts Services,0.8850551458331759,Professional Services,0.9508795090692458,True,True,True,True
Painting Services,Professional Services,Retail,Art Galleries,Community Engagement Services,0.3174918293952942,False,False,False,Arts Services,0.16946693860425416,Professional Services,0.4876731010015625,False,False,False,True
Cabinetry Manufacturing,Manufacturing & Production,Retail,Cabinet Makers,Cabinetry Manufacturing,0.9933311343193054,True,True,True,Cabinetry Manufacturing,0.9363506633001175,Manufacturing & Production,0.9426371524118424,True,True,True,True
Waste Management Services,Professional Services,Services,Garbage Collection & Waste Disposal,Furniture Manufacturing,0.45262059569358826,False,False,False,Elevator Installation Services,0.2070453171300888,Professional Services,0.41092,False,True,True,True
Low-Rise Foundation Construction,Construction & Real Estate,Services,Concrete Work,Residential Driveway Construction,0.9910195469856262,False,True,True,Residential Driveway Construction,0.872097201347351,Construction & Real Estate,0.88,False,True,True,True
Gas Installation Services,Professional Services,Wholesale,Oil & Gas - Extraction & Distribution,Gas Installation Services,0.9603384733200073,True,True,True,Gas Installation Services,0.9411317038536071,Professional Services,0.98,True,True,True,True
Gas Installation Services,Professional Services,Wholesale,Oil & Gas - Extraction & Distribution,Gas Installation Services,0.9826093912124634,True,True,True,Gas Installation Services,0.864696159362793,Professional Services,0.88,True,True,True,True
Gas Manufacturing Services,Manufacturing & Production,Wholesale,Renewable energy companies,Chemical Manufacturing,0.41844606399536133,False,True,True,Gas Manufacturing Services,0.8331230282783508,Manufacturing & Production,0.85,True,True,True,True
Animal Feed Manufacturing,Manufacturing & Production,Manufacturing,Farms & Agriculture Production,Livestock Dealer Services,0.4026999771595001,False,True,True,Animal Feed Manufacturing,0.8946794092655183,Manufacturing & Production,0.9,True,True,True,True
Business Development Services,Software & Technology,Government,"Executive, Legislative & Government Institutions",Training Services,0.42066264152526855,False,False,True,Business Development Services,0.5951633173296825,Software & Technology,0.609560004058162,True,True,True,True
Strategic Planning Services,Professional Services,Government,"Executive, Legislative & Government Institutions",Compliance Services,0.4421250820159912,False,True,True,Strategic Planning Services,0.7971715926844648,Professional Services,0.8532671457538781,True,True,True,True
Market Research Services,Retail & Commerce,Services,Market Research & Opinion Polling,Insurance Services,0.4191626310348511,False,False,False,Commercial Electrical Services,0.18115010403911566,Professional Services,0.42112443755102164,False,False,False,False
Market Research Services,Retail & Commerce,Manufacturing,Fruit & Vegetable - Markets & Stores,Market Research Services,0.9817630052566528,True,True,True,Market Research Services,0.8344985544681549,Retail & Commerce,0.85,True,True,True,True
Pet Food Manufacturing,Manufacturing & Production,Manufacturing,Livestock & Animal Raising,Food Processing Services,0.4243451654911041,False,True,True,Pet Food Manufacturing,0.9183770268428616,Manufacturing & Production,0.9610452961672473,True,True,True,True
Fishing and Hunting Services,Professional Services,Manufacturing,"Minerals, Earths & Ores",Sand and Gravel Mining,0.5073403716087341,False,True,True,Fishing and Hunting Services,0.958674556016922,Professional Services,0.97,True,True,True,True
Paper Production Services,Manufacturing & Production,Wholesale,Paper & Cardboard Products,Paper Production Services,0.9878054857254028,True,True,True,Paper Production Services,0.8746670945107035,Manufacturing & Production,0.8854648555535877,True,True,True,True
Paper Production Services,Manufacturing & Production,Manufacturing,Paper & Cardboard Products,Paper Production Services,0.9857691526412964,True,True,True,Paper Production Services,0.9364806950092315,Manufacturing & Production,0.95,True,True,True,True
Printing Services,Professional Services,Wholesale,Paper & Cardboard Products,Textile Manufacturing Services,0.37388554215431213,False,True,True,Printing Services,0.7825007906134638,Professional Services,0.7911384093853954,True,True,True,True
Tent Manufacturing Services,Manufacturing & Production,Manufacturing,Furniture Stores,Plastic Manufacturing,0.5106521844863892,False,True,True,Tent Manufacturing Services,0.898530415892601,Manufacturing & Production,0.97,True,True,True,True
Landscaping Services,Professional Services,Services,Landscaping & Lawn Services,Livestock Dealer Services,0.346843421459198,False,False,False,Agricultural Equipment Services,0.13931118696928024,Manufacturing & Production,0.45,False,False,False,False
Excavation Services,Professional Services,Services,"Excavation, Bulldozing & Demolition",Pipeline Construction Services,0.44434869289398193,False,False,False,HVAC Installation and Service,0.2952558583088896,Professional Services,0.6653099173553718,False,False,False,True
Tank Installation Services,Professional Services,Manufacturing,Metal Storage Tanks,Fire Protection System Services,0.5354163646697998,False,False,False,HVAC Installation and Service,0.30944549559376605,Professional Services,0.5272746691253897,False,False,True,True
Canning Services,Professional Services,Manufacturing,Fruit & Vegetable - Markets & Stores,Canning Services,0.9856562614440918,True,True,True,Canning Services,0.6603896951675415,Professional Services,0.67,True,True,True,True
Mobile Home Construction Services,Software & Technology,Manufacturing,"Motor Homes, Trailers & RVs - Dealers & Rentals",Furniture Manufacturing,0.4328044652938843,False,False,True,Industrial Machinery Installation,0.19291090850574363,Manufacturing & Production,0.4018927444794953,False,False,False,False
Window and Door Manufacturing,Manufacturing & Production,Manufacturing,Plastics Products,Plastic Manufacturing,0.9919533133506775,False,False,True,Plastic Manufacturing,0.8749440249549766,Manufacturing & Production,0.8820415368134009,False,False,True,True
Directional Drilling Services,Professional Services,Services,Construction Services,Dock and Pier Construction,0.38698524236679077,False,False,False,Pipeline Construction Services,0.19356583809257966,Construction & Real Estate,0.35169437042460877,False,False,False,False
Residential Communication Equipment Installation,Manufacturing & Production,Services,Telecommunications,Commercial Communication Equipment Installation,0.5397087335586548,False,False,False,Content Creation Services,0.2582237330003882,Professional Services,0.4984777770217548,False,False,False,False
Residential Electrical Services,Professional Services,Wholesale,Solar Energy Company,Environmental Consulting,0.39469581842422485,False,False,False,Commercial Electrical Services,0.2029011632707851,Professional Services,0.38168386590407577,False,False,False,True
